,id,host_id,minimum_nights,last_review,reviews_per_month
45104,34536944,1355112,3,2019-06-23,3.57
45105,34537321,83786650,30,,
45106,34538701,21334989,5,,
45107,34538751,112338663,5,2019-07-01,6.23
45108,34539085,128601689,3,2019-06-07,1.71
45109,34539406,259776956,1,2019-06-30,1.0
45110,34539781,260649642,2,,
45111,34542125,258243498,1,2019-06-02,1.0
45112,34542878,259776956,1,,
45113,34543201,232596712,30,,
45114,34543513,232596712,30,,
45115,34543610,232596712,30,,
45116,34543674,232596712,30,2019-06-24,1.0
45117,34543734,232596712,30,,
45118,34543762,197053492,1,2019-07-07,8.0
45119,34543905,197053492,1,,
45120,34544052,197053492,1,,
45121,34544304,23878336,3,,
45122,34544599,9263105,3,2019-06-26,1.0
45123,34545014,27381412,1,2019-07-01,3.08
45124,34545274,256448235,2,2019-05-13,0.52
45125,34545655,260668537,3,,
45126,34545793,260693405,7,2019-06-18,1.76
45127,34545869,34643568,3,2019-06-26,3.0
45128,34545971,20952448,2,2019-06-30,2.67
45129,34546035,115817634,2,2019-05-19,0.59
45130,34546192,1542506,1,,
45131,34546265,68422715,3,2019-07-07,3.13
45132,34547269,68467026,5,2019-06-09,1.0
45133,34547439,157666408,4,,
45134,34547543,120746245,1,,
45135,34547780,249479517,1,2019-07-06,3.5
45136,34549093,123068098,2,2019-06-30,5.0
45137,34549395,172168328,4,2019-05-13,0.53
45138,34550196,157208948,2,2019-06-23,3.13
45139,34552276,76679800,12,2019-06-02,1.73
45140,34555635,128810972,1,2019-06-22,4.21
45141,34560998,2068673,14,,
45142,34561332,12276549,3,,
45143,34562155,50442154,3,2019-06-22,1.62
45144,34562857,257895306,5,2019-07-04,4.0
45145,34563256,5889721,1,2019-06-30,2.22
45146,34565485,21930989,1,2019-06-23,4.17
45147,34565716,56889786,2,,
45148,34566104,219517861,2,2019-05-29,0.73
45149,34566144,260821048,1,2019-07-04,6.1
45150,34566798,259427246,2,2019-06-02,0.79
45151,34568097,7679270,2,2019-07-01,2.0
45152,34568205,646592,4,2019-06-28,1.8
45153,34568807,136840462,1,2019-05-31,5.26
45154,34569023,260821048,1,2019-07-06,10.17
45155,34569042,26935678,1,2019-07-01,5.09
45156,34569454,260842282,2,2019-07-01,3.46
45157,34569621,219517861,29,,
45158,34569686,219517861,29,,
45159,34569757,219517861,29,,
45160,34569801,219517861,29,,
45161,34569918,260844992,3,,
45162,34570002,219517861,29,,
45163,34570070,260846055,2,,
45164,34570512,219517861,29,,
45165,34570764,219517861,29,,
45166,34570816,219517861,29,2019-06-10,1.0
45167,34570839,219517861,29,,
45168,34570862,219517861,29,,
45169,34571306,36712407,2,2019-07-07,2.0
45170,34572976,224414117,1,2019-07-02,4.17
45171,34574809,252636577,2,2019-05-18,0.57
45172,34574929,260879160,14,2019-07-07,2.14
45173,34575770,57007752,2,,
45174,34575860,10469103,10,2019-05-23,1.55
45175,34575931,163565274,2,2019-07-03,5.0
45176,34575989,260891097,2,2019-06-25,1.58
45177,34576062,5962328,30,,
45178,34577268,257474717,2,,
45179,34578233,158123420,5,,
45180,34578823,256341094,6,2019-06-13,1.3
45181,34579204,212874794,31,,
45182,34582016,224317184,4,2019-05-17,0.57
45183,34587796,457838,2,2019-05-20,0.6
45184,34588996,68275154,3,2019-05-27,1.2
45185,34592851,19867664,1,2019-06-08,0.94
45186,34592979,107434423,30,,
45187,34592997,13664245,3,,
45188,34593016,107434423,30,,
45189,34593055,107434423,30,,
45190,34593079,96222872,2,2019-06-29,5.79
45191,34593096,107434423,30,,
45192,34593686,145333094,7,,
45193,34593987,260997528,1,2019-07-07,7.89
45194,34594081,26552242,2,2019-06-03,1.25
45195,34594922,19915612,2,2019-05-19,0.59
45196,34595255,254509494,3,2019-07-01,3.1
45197,34595441,2571687,1,2019-07-01,4.12
45198,34595632,261008318,3,2019-06-30,2.55
45199,34596809,261012432,7,,
45200,34597644,4999887,2,,
45201,34598372,74290720,2,2019-07-02,3.67
45202,34598389,261028352,2,2019-06-30,5.0
45203,34598639,1354539,3,2019-06-18,4.0
45204,34599215,1015345,3,2019-06-23,2.5
45205,34600024,261036755,3,2019-07-01,2.0
45206,34600508,256610768,31,2019-06-16,2.45
45207,34601499,53638710,2,2019-05-27,0.7
45208,34601569,172369331,2,2019-06-01,0.77
45209,34602077,261055465,3,2019-05-24,0.65
45210,34602480,38431080,2,2019-06-15,2.65
45211,34602589,232863817,2,,
45212,34602779,46559599,1,2019-05-19,0.59
45213,34603173,155812868,1,,
45214,34604195,260895008,1,2019-06-21,2.83
45215,34605017,197178016,2,2019-07-01,1.18
45216,34605049,194571019,2,2019-06-09,1.96
45217,34605801,261090883,2,2019-06-23,5.4
45218,34606202,74050784,2,,
45219,34607249,126161542,2,2019-06-22,2.88
45220,34607651,173311396,1,2019-06-23,2.88
45221,34607764,137358866,30,,
45222,34608937,256726587,30,2019-05-25,0.67
45223,34613254,48146336,30,,
45224,34614782,107069094,3,2019-07-01,2.0
45225,34615705,1336171,2,2019-06-23,4.29
45226,34616078,107272884,1,2019-06-07,1.4
45227,34617093,39808438,2,,
45228,34617886,261016031,3,2019-06-18,1.05
45229,34618352,261167972,2,2019-07-07,5.4
45230,34619743,10099608,3,2019-06-19,2.0
45231,34620162,163603458,1,2019-06-24,7.63
45232,34620353,261183419,30,,
45233,34620781,261187437,1,2019-06-24,4.04
45234,34620880,261188287,10,,
45235,34621137,261187437,1,2019-06-30,1.0
45236,34621157,261187437,1,2019-05-23,1.07
45237,34621385,3899139,5,2019-06-24,2.4
45238,34622133,260072882,1,2019-07-07,3.53
45239,34622597,24482415,7,2019-06-29,1.4
45240,34623269,39782325,3,,
45241,34623352,25699447,15,,
45242,34624240,38483415,1,2019-05-18,0.58
45243,34625721,261226696,1,2019-05-29,2.73
45244,34625967,50052968,2,2019-06-09,3.6
45245,34626069,247335568,3,2019-06-24,2.0
45246,34626927,14564591,1,2019-07-07,5.0
45247,34628898,261256418,3,2019-06-18,3.6
45248,34629490,48146336,30,,
45249,34629692,778213,2,,
45250,34629887,52347236,1,2019-06-29,4.62
45251,34638258,261306701,31,,
45252,34638990,236073353,1,2019-07-05,1.0
45253,34639878,3997038,1,2019-06-30,3.96
45254,34640201,4297106,31,,
45255,34640995,792823,30,,
45256,34641120,8033432,3,,
45257,34641992,23407300,1,2019-06-28,2.0
45258,34642119,4516135,1,2019-07-08,7.96
45259,34643618,109847539,5,2019-07-05,1.0
45260,34643695,37678939,2,2019-07-07,6.73
45261,34644063,55560532,2,,
45262,34644152,152246149,1,2019-06-24,1.71
45263,34644243,10170046,1,2019-06-30,2.0
45264,34645029,259728610,3,2019-06-13,1.7
45265,34645293,261368719,3,2019-06-22,1.71
45266,34645572,152246149,1,2019-06-24,3.75
45267,34646105,261376215,3,2019-06-24,1.88
45268,34646217,5258749,5,2019-06-29,3.33
45269,34646244,10387090,15,2019-05-13,0.52
45270,34646398,1179779,2,,
45271,34646805,233879443,4,2019-06-07,1.4
45272,34647032,259087876,1,2019-07-01,3.49
45273,34647478,6895430,2,2019-06-02,0.79
45274,34647648,172369331,7,,
45275,34647727,259087876,1,2019-07-01,4.62
45276,34648133,758655,3,2019-06-28,2.0
45277,34648330,260874869,20,,
45278,34648504,20851517,3,,
45279,34649031,214187963,30,2019-06-30,1.0
45280,34649628,40632179,1,,
45281,34649950,46344957,7,,
45282,34650619,261412334,1,2019-06-22,2.0
45283,34650667,261375719,3,2019-06-03,1.4
45284,34650966,1190978,30,,
45285,34651712,4264648,5,2019-06-02,1.58
45286,34651745,40632179,1,2019-06-28,2.0
45287,34651960,255618027,2,2019-06-29,2.35
45288,34652342,40632179,1,2019-05-16,0.56
45289,34652720,175116422,3,,
45290,34652761,37426897,1,2019-06-24,4.19
45291,34653238,4027507,3,2019-06-01,0.77
45292,34653507,72977337,4,,
45293,34653572,3042136,2,2019-06-30,1.0
45294,34653695,5120563,2,2019-07-05,1.62
45295,34654078,261448151,2,2019-06-28,3.33
45296,34654811,132786535,2,2019-06-15,2.79
45297,34655267,78733280,30,,
45298,34656064,121083075,1,2019-07-06,2.68
45299,34656150,96379433,1,2019-05-20,2.14
45300,34656363,9914596,30,,
45301,34658339,34331,30,,
45302,34659522,204928236,1,,
45303,34659944,152747338,1,2019-06-30,2.35
45304,34664546,4259761,30,,
45305,34665010,52577963,5,2019-06-29,1.2
45306,34665824,38483415,1,,
45307,34666999,21263506,2,,
45308,34668348,106538072,2,2019-06-30,2.05
45309,34670157,213208277,5,,
45310,34670295,257320771,1,2019-07-02,4.44
45311,34670423,259426283,1,2019-05-28,1.18
45312,34670547,213208277,5,2019-06-09,1.0
45313,34670672,8893700,2,,
45314,34671704,95015886,2,,
45315,34672846,252836607,2,2019-06-22,1.36
45316,34673353,261560877,25,,
45317,34673695,261563626,1,2019-07-08,12.11
45318,34673706,253843480,1,2019-06-01,1.09
45319,34674199,5441056,2,2019-07-03,2.31
45320,34675072,261559275,2,2019-05-14,0.54
45321,34675093,3736053,2,2019-06-14,1.67
45322,34676486,261581535,1,2019-07-04,3.21
45323,34677950,258006547,2,2019-07-07,1.0
45324,34677972,167043905,1,2019-06-02,2.05
45325,34678207,25189614,29,,
45326,34678628,261597311,3,2019-06-23,2.25
45327,34678758,261589968,31,,
45328,34678944,250825715,1,2019-06-09,2.73
45329,34679559,261605025,2,,
45330,34679833,128452734,2,2019-06-29,1.0
45331,34679993,258066921,3,2019-06-21,2.61
45332,34680877,55026020,15,,
45333,34680900,146001596,30,2019-05-14,0.54
45334,34681035,25182524,1,2019-07-04,4.0
45335,34681488,261604139,1,,
45336,34681597,45733814,2,,
45337,34681778,220762164,2,2019-05-19,0.58
45338,34683256,33758870,1,2019-07-08,5.51
45339,34683938,261632991,1,,
45340,34684535,22336945,2,2019-06-09,1.0
45341,34684755,261427783,1,2019-07-06,11.84
45342,34684980,219517861,29,,
45343,34685343,16597509,7,2019-06-01,0.79
45344,34685997,261647593,2,2019-07-04,6.82
45345,34686108,259952789,1,2019-07-06,1.22
45346,34686293,131234868,3,2019-07-03,1.0
45347,34686619,261654878,3,2019-06-27,3.16
45348,34686718,248555214,2,2019-06-22,4.0
45349,34687035,48684597,1,2019-07-01,4.44
45350,34687140,261651359,3,,
45351,34687192,183818356,2,2019-06-04,0.86
45352,34687393,43359332,5,2019-07-05,2.0
45353,34688096,261669663,3,2019-07-05,4.04
45354,34688471,156505456,3,2019-05-20,0.59
45355,34688735,151810361,1,2019-06-24,2.0
45356,34688764,261675838,3,2019-06-29,4.38
45357,34690202,231858639,5,,
45358,34690725,83680039,8,,
45359,34692728,151810361,1,2019-07-07,4.82
45360,34698543,261728099,28,,
45361,34702046,257683179,1,2019-07-06,1.0
45362,34702516,253304582,4,2019-06-12,1.0
45363,34704536,252646618,1,,
45364,34705150,57399783,3,2019-05-29,1.18
45365,34705589,13352650,1,,
45366,34705719,25182524,1,2019-06-01,0.79
45367,34706349,10032016,15,2019-06-05,0.88
45368,34706620,261768544,2,2019-07-01,2.94
45369,34706742,14253187,1,2019-06-08,2.35
45370,34707625,261779182,1,2019-06-26,1.0
45371,34708585,5665583,3,,
45372,34708657,261779847,3,2019-06-30,5.11
45373,34708692,2513252,3,2019-06-10,1.0
45374,34709658,240099532,2,2019-06-26,5.45
45375,34710643,8207362,2,2019-05-18,0.57
45376,34710645,82187372,10,,
45377,34710747,121767590,2,,
45378,34711204,260193759,1,,
45379,34711249,219517861,29,,
45380,34711272,261802105,1,2019-06-25,4.0
45381,34711540,248335189,3,2019-07-01,2.0
45382,34711823,71668793,3,2019-07-04,4.2
45383,34714078,219517861,29,,
45384,34714207,2468616,2,,
45385,34714231,260193759,1,2019-07-01,3.0
45386,34714305,219517861,29,,
45387,34714579,57189210,3,2019-06-11,1.0
45388,34715542,257034143,2,2019-07-07,1.0
45389,34715931,30509656,1,2019-06-17,2.94
45390,34716310,79653673,7,,
45391,34716458,261852969,5,2019-06-17,3.19
45392,34716516,246680134,1,2019-07-01,3.4
45393,34717211,30509656,1,2019-05-25,0.67
45394,34717395,261857310,1,2019-05-26,0.68
45395,34717733,239661123,1,2019-07-07,4.86
45396,34718010,49164956,30,,
45397,34718143,19638778,2,,
45398,34718342,49164956,30,,
45399,34718463,30509656,1,2019-05-21,1.15
45400,34718504,6674394,2,2019-06-25,1.0
45401,34718633,30509656,1,2019-06-03,1.7
45402,34719445,221213143,1,2019-07-03,1.33
45403,34719841,2432475,1,2019-07-07,2.0
45404,34721719,261891944,1,2019-06-17,1.0
45405,34721879,261894786,1,2019-06-28,5.11
45406,34721935,261895213,3,2019-06-22,1.0
45407,34722659,259468466,4,2019-07-07,2.86
45408,34723111,261904019,3,2019-07-01,3.13
45409,34723124,255641440,1,2019-05-18,0.57
45410,34723211,12898160,30,,
45411,34723946,257683179,1,2019-06-21,5.0
45412,34727487,9761047,3,2019-05-25,1.22
45413,34737337,151810361,1,2019-06-28,4.91
45414,34737386,15690228,7,,
45415,34737998,29582232,3,,
45416,34738463,4852748,2,2019-06-09,1.0
45417,34741362,260639656,2,2019-07-05,5.0
45418,34741536,260193759,1,2019-06-16,7.66
45419,34741742,260193759,1,2019-07-04,11.14
45420,34741897,3236741,2,2019-06-25,3.19
45421,34741976,262011998,2,2019-06-23,3.0
45422,34741981,20474743,1,2019-07-06,6.43
45423,34742133,1709876,4,,
45424,34742586,85521952,2,2019-06-30,1.0
45425,34742861,29582232,3,2019-06-29,3.0
45426,34743257,260072882,2,2019-07-02,3.91
45427,34743365,26319385,4,,
45428,34743695,5993014,15,,
45429,34743708,220762164,2,2019-05-27,0.68
45430,34744587,260599513,2,2019-07-05,1.0
45431,34744834,90695775,2,2019-07-01,4.09
45432,34745490,262035496,2,2019-06-18,5.83
45433,34745979,9450360,2,2019-07-06,4.12
45434,34745985,183817011,3,2019-06-01,1.8
45435,34746555,139871943,30,,
45436,34748562,52562602,7,,
45437,34748987,8305133,5,,
45438,34749200,54736855,1,2019-07-07,11.16
45439,34749210,262047205,3,2019-07-01,2.79
45440,34749214,17392429,30,,
45441,34749431,60434059,1,2019-06-02,0.79
45442,34750234,51420334,1,,
45443,34751113,58484199,3,2019-06-11,1.0
45444,34751224,260193759,1,2019-07-05,6.67
45445,34751491,262079510,2,2019-06-20,2.88
45446,34752945,262091506,3,2019-07-04,2.0
45447,34753028,255641440,1,2019-05-26,1.76
45448,34753373,262094761,2,2019-06-28,3.46
45449,34753379,60235514,1,2019-06-02,2.31
45450,34753453,218116366,1,2019-07-01,3.0
45451,34754084,135710202,1,,
45452,34754120,2126399,5,,
45453,34754241,46588955,2,,
45454,34755449,57230304,7,2019-06-30,1.58
45455,34755841,262116941,7,,
45456,34756040,262118049,1,2019-06-26,1.0
45457,34756976,74633496,5,,
45458,34757500,101109383,3,2019-06-08,1.0
45459,34759503,252356839,2,2019-07-04,1.36
45460,34770571,28295132,3,2019-05-21,0.61
45461,34771161,151810361,1,2019-07-01,5.77
45462,34771521,262196496,4,,
45463,34772058,30873439,2,2019-06-22,5.0
45464,34773215,210799153,1,2019-06-23,2.86
45465,34773903,210799153,1,2019-06-23,3.06
45466,34774305,261584195,2,2019-06-13,1.0
45467,34774436,210799153,1,2019-06-17,1.58
45468,34774681,259283179,2,2019-07-01,4.2
45469,34776151,73612539,1,2019-07-02,6.32
45470,34777870,41348157,3,,
45471,34777979,15010925,1,2019-07-01,7.96
45472,34778518,262244457,1,2019-06-30,4.47
45473,34778953,136953596,5,2019-06-08,0.94
45474,34779259,44539889,31,,
45475,34780437,222252623,2,2019-06-23,1.28
45476,34780613,31239719,4,,
45477,34781680,41926423,1,,
45478,34782691,30509656,1,2019-06-21,2.65
45479,34783461,5264588,2,2019-06-26,4.88
45480,34783503,262279497,1,2019-06-17,3.95
45481,34783887,3138868,4,2019-05-26,0.68
45482,34784469,250825715,1,2019-06-21,1.0
45483,34784621,35253342,21,,
45484,34784681,262287464,1,2019-05-20,0.59
45485,34785319,11211827,2,2019-07-02,2.0
45486,34785397,230698955,5,2019-05-31,0.75
45487,34785509,74211590,14,2019-05-17,0.57
45488,34785850,229486123,2,2019-06-09,2.73
45489,34785861,2327518,2,2019-06-24,4.2
45490,34787483,221739176,2,2019-06-24,1.62
45491,34787546,252445373,7,,
45492,34788703,260902999,5,,
45493,34788798,41672509,1,2019-06-24,7.5
45494,34788810,22700616,3,2019-06-16,1.36
45495,34788893,39831146,4,,
45496,34790340,1103131,4,2019-07-04,2.0
45497,34790450,24064346,3,2019-07-07,6.73
45498,34790625,249325265,1,2019-06-21,5.0
45499,34790702,170464089,2,2019-07-01,3.33
45500,34791292,4924477,5,2019-06-30,5.0
45501,34791422,258118351,9,2019-07-06,1.0
45502,34791645,30509656,1,2019-06-23,6.82
45503,34791952,60434059,1,2019-05-27,0.68
45504,34792347,233755743,2,2019-06-08,1.82
45505,34793874,256718270,30,2019-06-01,1.43
45506,34796261,262360035,1,2019-06-30,4.04
45507,34801106,217484432,1,2019-05-19,1.15
45508,34801761,49130598,2,2019-06-27,2.81
45509,34803200,23819362,4,2019-06-23,2.79
45510,34803347,197052947,7,,
45511,34804749,81351940,2,2019-06-30,2.79
45512,34804794,181287271,3,2019-07-05,8.24
45513,34805393,14156628,2,2019-07-01,4.0
45514,34805487,261854722,1,2019-06-23,3.0
45515,34805654,91437526,3,2019-07-05,4.86
45516,34806115,148374046,3,2019-06-25,4.05
45517,34806449,43226402,30,,
45518,34808422,7952814,1,2019-06-23,2.65
45519,34809450,2157562,3,2019-06-22,3.33
45520,34809791,171495922,1,,
45521,34809828,262436389,1,2019-07-02,3.64
45522,34810052,262394284,2,2019-06-23,5.33
45523,34810330,19303369,28,,
45524,34810928,7313602,3,2019-06-03,0.83
45525,34811838,262452748,1,2019-06-24,5.88
45526,34812124,131103134,3,2019-06-19,1.67
45527,34812586,222201467,2,2019-05-31,1.96
45528,34812878,262360035,1,2019-06-11,3.46
45529,34813137,262461078,4,2019-06-30,3.0
45530,34813189,262360035,1,2019-07-01,4.62
45531,34813344,262434396,3,2019-06-17,1.0
45532,34813479,262360035,1,2019-06-23,2.35
45533,34813770,259826953,3,2019-06-09,1.67
45534,34813879,480943,2,2019-07-02,2.55
45535,34813915,262360035,1,2019-06-30,1.76
45536,34813955,35100060,5,,
45537,34814184,262360035,1,2019-06-24,2.2
45538,34815163,262452748,1,2019-06-24,3.53
45539,34815569,258651643,3,2019-06-15,2.35
45540,34815717,243189296,3,,
45541,34816480,819674,3,,
45542,34816483,54415933,3,,
45543,34816747,206758177,1,2019-06-25,7.5
45544,34817032,94101463,3,2019-07-06,8.82
45545,34817571,22953090,1,2019-06-20,1.46
45546,34817616,251535441,7,2019-07-01,3.46
45547,34818201,41326856,1,,
45548,34818674,9130040,1,,
45549,34819184,156850005,1,2019-05-29,0.73
45550,34819514,257683179,1,,
45551,34819702,10700780,1,2019-06-23,7.17
45552,34822061,262528929,3,2019-06-22,1.0
45553,34825113,62745,30,,
45554,34830282,262534951,1,2019-06-09,1.58
45555,34830629,37170601,3,,
45556,34830893,10273046,14,,
45557,34832415,6503950,1,2019-06-30,4.74
45558,34833931,48194192,4,2019-06-22,1.0
45559,34834104,9130040,1,2019-05-19,0.59
45560,34834383,61396454,30,,
45561,34834494,9943690,5,,
45562,34834531,61396454,30,,
45563,34834620,61396454,30,2019-06-14,1.0
45564,34834789,61396454,30,,
45565,34834869,61396454,30,,
45566,34834953,61396454,30,,
45567,34835013,61396454,30,2019-06-21,1.0
45568,34835072,61396454,30,,
45569,34835303,61396454,30,2019-06-12,1.0
45570,34835501,61396454,30,,
45571,34835522,1786901,3,,
45572,34835762,252051657,14,,
45573,34836661,6605565,3,2019-07-01,3.0
45574,34836737,9486614,3,,
45575,34837017,262469851,4,2019-06-06,3.0
45576,34837784,262470176,3,2019-06-16,3.64
45577,34837940,262634390,3,2019-06-20,2.0
45578,34838079,259968021,2,2019-07-01,3.41
45579,34838171,294307,3,,
45580,34838351,931058,1,2019-07-02,1.0
45581,34839277,40085320,2,2019-07-07,9.17
45582,34840034,243194565,5,,
45583,34840050,255641440,1,,
45584,34840495,262657892,3,2019-06-30,2.0
45585,34840894,1306620,3,2019-07-01,1.0
45586,34841457,40085320,2,2019-06-30,6.49
45587,34842320,259880452,1,2019-07-07,3.0
45588,34843532,229506961,2,2019-07-04,3.0
45589,34843761,262570325,3,2019-07-06,4.62
45590,34844071,56306339,5,,
45591,34844175,25701819,16,,
45592,34844239,154268909,2,,
45593,34844630,261338177,7,,
45594,34844773,261338177,7,2019-05-26,0.67
45595,34844961,261338177,7,,
45596,34848236,229450463,2,,
45597,34851748,184750740,1,,
45598,34853099,67046604,15,,
45599,34855302,262767899,2,2019-06-19,1.0
45600,34856733,20110967,10,,
45601,34857004,13738322,1,2019-06-23,2.55
45602,34857809,69433846,2,,
45603,34858021,136025561,2,2019-07-01,1.33
45604,34858480,23046080,6,2019-07-05,1.0
45605,34858641,26023166,3,2019-05-30,0.73
45606,34858865,32162495,10,,
45607,34859742,10513282,2,2019-06-02,0.81
45608,34859794,36082598,2,2019-06-30,3.83
45609,34859801,45433836,7,,
45610,34859949,262800168,2,2019-06-30,5.29
45611,34860021,262803937,2,2019-06-24,2.73
45612,34860207,90463984,7,,
45613,34860502,73869612,7,,
45614,34860549,209915988,1,2019-05-26,0.68
45615,34861069,18682781,1,2019-06-30,2.55
45616,34862591,2201963,21,,
45617,34862827,4185618,3,2019-07-07,2.73
45618,34863318,25867795,1,2019-07-01,5.11
45619,34863999,48684597,1,2019-07-06,9.47
45620,34864348,255641440,1,,
45621,34864369,121080979,3,,
45622,34865230,3415882,5,2019-07-03,2.0
45623,34865775,137949496,7,2019-06-23,2.0
45624,34866413,61882349,5,2019-06-16,2.0
45625,34866447,262657892,3,2019-06-24,1.8
45626,34866647,257839699,1,,
45627,34866682,262657892,3,,
45628,34866737,115771987,30,,
45629,34866786,116305897,30,,
45630,34866897,20086738,2,2019-06-18,2.0
45631,34867034,184506477,2,2019-05-21,0.61
45632,34867106,10430261,14,,
45633,34867166,108079367,14,,
45634,34867398,38119047,1,2019-07-08,5.45
45635,34867574,25157246,90,,
45636,34868182,229498124,2,2019-06-17,1.67
45637,34868325,34655986,14,,
45638,34868859,35098529,30,,
45639,34868954,262883761,3,2019-07-01,3.53
45640,34869169,25794110,2,,
45641,34869197,262884890,3,2019-07-04,4.05
45642,34869203,107234799,15,2019-07-01,1.0
45643,34869328,293911,5,,
45644,34870313,2374185,30,,
45645,34870382,49906311,4,,
45646,34870577,158178970,1,2019-07-05,5.51
45647,34871854,261898854,14,2019-06-21,1.5
45648,34885475,259087876,1,2019-07-07,7.83
45649,34885877,262804930,1,2019-07-04,3.49
45650,34886804,43252773,1,,
45651,34887720,132777237,30,,
45652,34888503,962249,3,2019-07-01,1.0
45653,34889154,262435950,3,2019-07-02,5.25
45654,34890465,262990767,1,,
45655,34890712,192890383,1,,
45656,34892732,42222090,3,2019-07-06,3.0
45657,34893564,226519844,1,2019-06-20,2.43
45658,34894405,105634248,31,,
45659,34894549,263013038,3,,
45660,34894797,263007016,1,,
45661,34894939,221645033,1,,
45662,34894968,263013451,3,,
45663,34895344,22541573,30,,
45664,34895399,129589071,30,,
45665,34895585,105634248,31,,
45666,34895693,262534951,1,2019-07-07,6.15
45667,34896039,105634248,31,,
45668,34896977,261995854,2,2019-07-06,5.0
45669,34898461,105626720,31,,
45670,34898663,7028001,4,,
45671,34899120,105626720,31,,
45672,34899507,133449862,5,,
45673,34899759,73678055,5,2019-07-01,3.33
45674,34900746,253361623,1,2019-05-28,1.25
45675,34900957,105626720,31,,
45676,34901323,238328671,1,2019-07-04,3.0
45677,34901699,263053182,1,2019-06-24,1.0
45678,34902183,263054681,30,,
45679,34902713,68398714,2,2019-06-30,1.0
45680,34903478,5680111,5,2019-06-13,1.71
45681,34903658,80573606,2,2019-06-16,2.05
45682,34903861,126614438,1,2019-06-24,3.95
45683,34904143,263053182,1,2019-07-05,3.0
45684,34904836,4267864,3,2019-06-30,3.64
45685,34905447,263053182,1,2019-06-29,1.0
45686,34905935,47431634,1,,
45687,34906695,47399487,2,2019-07-05,2.0
45688,34907049,75034279,2,,
45689,34907095,13874881,3,2019-06-28,4.0
45690,34907354,246351353,2,2019-07-08,9.47
45691,34907385,263090455,1,,
45692,34907479,26597048,3,2019-07-05,6.0
45693,34907584,232410,2,2019-06-02,1.4
45694,34908120,66959637,7,,
45695,34908245,263084604,1,2019-07-06,4.57
45696,34908806,558101,4,2019-06-29,1.0
45697,34908810,9880282,14,2019-06-30,2.25
45698,34909035,10174929,10,,
45699,34909275,3383356,2,,
45700,34909594,8092286,2,2019-07-01,2.09
45701,34910158,2492400,3,2019-06-23,2.79
45702,34910222,43810674,3,2019-06-14,2.09
45703,34910439,43810674,3,2019-06-13,1.0
45704,34910477,263113162,30,,
45705,34911014,105626720,31,,
45706,34911913,263122683,3,2019-06-02,0.81
45707,34912300,141169081,2,2019-06-17,3.19
45708,34912334,81325020,3,2019-06-22,2.05
45709,34914606,38119047,1,2019-07-07,4.77
45710,34915860,256496159,70,,
45711,34922682,244030009,1,,
45712,34926055,130270076,30,,
45713,34928299,1668747,3,2019-07-02,2.0
45714,34928988,173417532,1,2019-07-01,3.0
45715,34929016,25408903,1,2019-06-29,5.0
45716,34929338,6887469,30,,
45717,34930138,5761174,7,2019-06-03,0.81
45718,34930659,22118412,3,,
45719,34931085,234975196,2,,
45720,34931431,153376583,1,,
45721,34932465,263228548,1,2019-06-09,2.73
45722,34932971,219517861,29,,
45723,34933454,219517861,29,,
45724,34933559,263053182,1,2019-06-27,2.0
45725,34933648,219517861,29,,
45726,34933815,263053182,1,2019-06-14,1.87
45727,34933891,35514248,1,2019-07-08,6.86
45728,34933929,219517861,29,,
45729,34934005,1094258,15,2019-06-04,0.83
45730,34934160,79461666,2,,
45731,34934218,219517861,29,,
45732,34934431,105626720,31,,
45733,34934473,263053182,1,,
45734,34934744,170624318,1,2019-06-01,0.79
45735,34934854,263053182,1,,
45736,34935098,1155164,2,2019-06-22,4.0
45737,34935124,263245967,1,2019-07-05,3.49
45738,34935198,47187850,3,2019-07-01,1.0
45739,34935216,2982441,8,2019-06-17,1.0
45740,34935477,65814872,30,,
45741,34935699,263230696,3,2019-06-13,1.0
45742,34936459,15537429,2,,
45743,34936509,188212054,3,2019-06-27,2.0
45744,34937078,10834322,31,,
45745,34937287,133996326,1,2019-07-07,4.29
45746,34937685,221213143,1,2019-06-30,3.83
45747,34937986,263053182,1,2019-06-19,2.57
45748,34938166,263053182,1,,
45749,34938245,221213143,1,,
45750,34938410,263053182,1,,
45751,34938631,3068045,2,2019-06-30,1.36
45752,34938932,263272705,2,2019-07-04,1.0
45753,34939305,126012313,2,2019-07-06,5.38
45754,34940451,161057073,2,,
45755,34940602,263282580,2,2019-05-26,1.25
45756,34940756,259630588,2,2019-05-26,0.68
45757,34940796,102796618,1,2019-07-04,3.13
45758,34941479,263266237,2,2019-06-21,2.0
45759,34941499,263266237,2,2019-06-23,1.0
45760,34941506,263266237,2,,
45761,34943129,55040763,2,2019-06-30,5.0
45762,34943881,53105633,7,,
45763,34943903,1786901,3,,
45764,34943918,41131304,2,2019-06-23,3.16
45765,34944130,263301212,2,,
45766,34944309,44179601,1,2019-06-24,3.0
45767,34944389,13463015,1,,
45768,34944655,263311126,2,,
45769,34944843,263312564,1,2019-06-20,4.0
45770,34944997,202369622,2,,
45771,34945250,12128527,10,,
45772,34945599,263126029,2,2019-06-21,2.65
45773,34945827,263322673,14,2019-06-23,3.0
45774,34945914,258232863,2,2019-06-30,5.33
45775,34946538,14818218,2,2019-07-01,3.0
45776,34946772,263331130,1,2019-06-25,4.77
45777,34946870,250583732,1,,
45778,34947011,195303599,4,2019-06-30,4.0
